imie,wystapienia_pierwsze,wystapienia_drugie,pochodzenie,opis_html
Saranda,5,0,,"<b>Saranda</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_alba%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">alb.</a>&#160;<em>Sarandë, Saranda</em>, staroż. <i>Onchesmus</i>, <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_grecki"" target=""_blank"" rel=""noopener noreferrer"">gr.</a> Άγιοι Σαράντα, <i>Áyii Saránda</i>, <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_w%C5%82oski"" target=""_blank"" rel=""noopener noreferrer"">wł.</a> <i>Santi Quaranta</i>) – miasto w południowej <a href=""https://pl.wikipedia.org/wiki/Albania"" target=""_blank"" rel=""noopener noreferrer"">Albanii</a>, stolica <a href=""https://pl.wikipedia.org/wiki/Okr%C4%99g_Saranda"" target=""_blank"" rel=""noopener noreferrer"">okręgu Saranda</a> w <a href=""https://pl.wikipedia.org/wiki/Obw%C3%B3d_Wlora"" target=""_blank"" rel=""noopener noreferrer"">obwodzie Wlora</a>. Jest położone nad <a href=""https://pl.wikipedia.org/wiki/Morze_Jo%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">Morzem Jońskim</a>, u północnego krańca zatoki o tej samej nazwie, na wprost greckiej wyspy <a href=""https://pl.wikipedia.org/wiki/Korfu"" target=""_blank"" rel=""noopener noreferrer"">Korfu</a>. <a href=""https://pl.wikipedia.org/wiki/Autochton"" target=""_blank"" rel=""noopener noreferrer"">Autochtoniczna ludność</a> grecka stanowi ok. 10% populacji, a miasto jest jednym z dwóch głównych (obok <a href=""https://pl.wikipedia.org/wiki/Gjirokast%C3%ABr"" target=""_blank"" rel=""noopener noreferrer"">Gjirokastër</a>) ośrodków koncentracji Greków w Albanii."
Lael,5,0,,
Eugene,3,2,,"<b>Eugene</b> – <a href=""https://pl.wikipedia.org/wiki/Miasto"" target=""_blank"" rel=""noopener noreferrer"">miasto</a> w <a href=""https://pl.wikipedia.org/wiki/Stany_Zjednoczone"" target=""_blank"" rel=""noopener noreferrer"">Stanach Zjednoczonych</a>, drugie co do wielkości miasto stanu <a href=""https://pl.wikipedia.org/wiki/Oregon"" target=""_blank"" rel=""noopener noreferrer"">Oregon</a> oraz siedziba administracyjna <a href=""https://pl.wikipedia.org/wiki/Hrabstwo"" target=""_blank"" rel=""noopener noreferrer"">hrabstwa</a> <a href=""https://pl.wikipedia.org/wiki/Hrabstwo_Lane_(Oregon)"" target=""_blank"" rel=""noopener noreferrer"">Lane</a> nad rzeką <a href=""https://pl.wikipedia.org/wiki/Willamette_River"" target=""_blank"" rel=""noopener noreferrer"">Willamette</a>, około 50 kilometrów od wybrzeży <a href=""https://pl.wikipedia.org/wiki/Ocean_Spokojny"" target=""_blank"" rel=""noopener noreferrer"">Oceanu Spokojnego</a>. Według <a href=""https://pl.wikipedia.org/wiki/Spis_statystyczny"" target=""_blank"" rel=""noopener noreferrer"">spisu powszechnego</a> z <a href=""https://pl.wikipedia.org/wiki/2010"" target=""_blank"" rel=""noopener noreferrer"">2010</a> roku miasto liczyło 156 185 mieszkańców, podczas gdy cały obszar aglomeracyjny, 351 715 mieszkańców."
Selenge,5,0,,
Karakoz,5,0,,
Iliada,3,2,,"<b>Iliada</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_grecki"" target=""_blank"" rel=""noopener noreferrer"">gr.</a> Ἰλιάς <i>Iliás</i>) – obok <i><a href=""https://pl.wikipedia.org/wiki/Odyseja"" target=""_blank"" rel=""noopener noreferrer"">Odysei</a></i> drugi z eposów, których autorstwo tradycja przypisuje <a href=""https://pl.wikipedia.org/wiki/Homer"" target=""_blank"" rel=""noopener noreferrer"">Homerowi</a>. Oba utwory datuje się na <a href=""https://pl.wikipedia.org/wiki/VIII_wiek_p.n.e."" target=""_blank"" rel=""noopener noreferrer"">VIII</a> lub <a href=""https://pl.wikipedia.org/wiki/VII_wiek_p.n.e."" target=""_blank"" rel=""noopener noreferrer"">VII wiek p.n.e.</a> – stanowią więc one najstarsze zabytki literatury greckiej i europejskiej w ogóle. Oba poematy powstały prawdopodobnie w <a href=""https://pl.wikipedia.org/wiki/Jonia"" target=""_blank"" rel=""noopener noreferrer"">Jonii</a> na wybrzeżu Azji Mniejszej – świadczy o tym przede wszystkim ich język, który można scharakteryzować jako archaiczny <a href=""https://pl.wikipedia.org/wiki/Dialekt_jo%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">dialekt joński</a> z elementami dialektu eolskiego. <a href=""https://pl.wikipedia.org/wiki/Metrum_(poetyka)"" target=""_blank"" rel=""noopener noreferrer"">Metrum</a> stanowi <a href=""https://pl.wikipedia.org/wiki/Heksametr_daktyliczny"" target=""_blank"" rel=""noopener noreferrer"">heksametr daktyliczny</a>. Tematem utworu jest gniew <a href=""https://pl.wikipedia.org/wiki/Achilles"" target=""_blank"" rel=""noopener noreferrer"">Achillesa</a> i związane z nim epizody <a href=""https://pl.wikipedia.org/wiki/Wojna_troja%C5%84ska"" target=""_blank"" rel=""noopener noreferrer"">wojny trojańskiej</a>. Tytuł utworu pochodzi od wyrażenia <i>he Ilias poiesis</i> – pieśń o Ilionie (<a href=""https://pl.wikipedia.org/wiki/Troja"" target=""_blank"" rel=""noopener noreferrer"">Troi</a>)."
Pangilinan,0,5,,
Kholoud,5,0,,
Hinako,5,0,,
Ourida,3,2,,
Wahyu,2,3,,
Rusalyna,5,0,,
Sevi̇lay,5,0,,
Shayna,5,0,,
Yanfei,5,0,,
Jessica Alejandra,5,0,,
Nicky,5,0,,
Antigona,3,2,,"Adriana Matoshi<a href=""https://pl.wikipedia.org/wiki/Xhevdet_Doda"" target=""_blank"" rel=""noopener noreferrer"">Xhevdet Doda</a>Shkelzen Veseli"
Yaima,5,0,,
Żanneta,5,0,,
Zygrid,5,0,,
Magdalena Maria,0,5,,
Tayana,5,0,,
Tarane,5,0,,
Rehana,5,0,,
Soundarya,5,0,,"<b>Soundarya</b> (ur. <a href=""https://pl.wikipedia.org/wiki/18_lipca"" target=""_blank"" rel=""noopener noreferrer"">18 lipca</a> <a href=""https://pl.wikipedia.org/wiki/1971"" target=""_blank"" rel=""noopener noreferrer"">1971</a> w <a href=""https://pl.wikipedia.org/wiki/Bengaluru"" target=""_blank"" rel=""noopener noreferrer"">Bengaluru</a>, zm. <a href=""https://pl.wikipedia.org/wiki/17_kwietnia"" target=""_blank"" rel=""noopener noreferrer"">17 kwietnia</a> <a href=""https://pl.wikipedia.org/wiki/2004"" target=""_blank"" rel=""noopener noreferrer"">2004</a>) – aktorka <a href=""https://pl.wikipedia.org/wiki/Indie"" target=""_blank"" rel=""noopener noreferrer"">indyjska</a>."
Francys,5,0,,
Shura,5,0,,
Żenisława,5,0,,
Diala,5,0,,
Ajaykumar,0,5,,
Veera,5,0,,
Mereke,5,0,,
Zerihun,0,5,,
Chathurika,5,0,,
Kanwal,5,0,,
Huilin,5,0,,
Jordyn,5,0,,
Naana,2,3,,
Zunilda,3,2,,
Győngyi,5,0,,
Pilla,5,0,,
Nepomucyna,2,3,,
Lalla,3,2,,"<b>Lalla</b> (<a href=""https://pl.wikipedia.org/wiki/Trl."" target=""_blank"" rel=""noopener noreferrer"">trl.</a> Lallā, <b>Lalāsa</b> – nazwana tak z powodu nieustającego pragnienia poznania rzeczywistości) (<a href=""https://pl.wikipedia.org/wiki/1320"" target=""_blank"" rel=""noopener noreferrer"">1320</a>–<a href=""https://pl.wikipedia.org/wiki/1392"" target=""_blank"" rel=""noopener noreferrer"">1392</a>) – <a href=""https://pl.wikipedia.org/wiki/%C5%9Aiwaizm"" target=""_blank"" rel=""noopener noreferrer"">śiwaicka</a> poetka z <a href=""https://pl.wikipedia.org/wiki/Indie"" target=""_blank"" rel=""noopener noreferrer"">Indii</a>. Znana też jako <b>Lal Ded</b>, <i>Lalla Ded</i> i <b>Lalleśwari</b> (<a href=""https://pl.wikipedia.org/wiki/Pismo_dewanagari"" target=""_blank"" rel=""noopener noreferrer"">dewanagari</a> लल्लेश्वरी, <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_angielski"" target=""_blank"" rel=""noopener noreferrer"">ang.</a> Laleshwari)."
Irin,5,0,,
Besa,5,0,,
Pelageya,5,0,,
Mahboubeh,5,0,,
Magi,3,2,,"<b>Magi: The Labyrinth of Magic</b>&#32;(<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_japo%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">jap.</a>&#32;マギ&#32;<i>Magi</i>) – <a href=""https://pl.wikipedia.org/wiki/Manga"" target=""_blank"" rel=""noopener noreferrer"">manga</a> inspirowana <a href=""https://pl.wikipedia.org/wiki/Ksi%C4%99ga_tysi%C4%85ca_i_jednej_nocy"" target=""_blank"" rel=""noopener noreferrer"">Księgą tysiąca i jednej nocy</a>, autorstwa <a href=""https://pl.wikipedia.org/wiki/Shinobu_%C5%8Ctaka"" target=""_blank"" rel=""noopener noreferrer"">Shinobu Ōtaki</a>. Manga była publikowana w latach 2009-2017 w magazynie <i><a href=""https://pl.wikipedia.org/wiki/Sh%C5%ABkan_Sh%C5%8Dnen_Sunday"" target=""_blank"" rel=""noopener noreferrer"">Shūkan Shōnen Sunday</a></i> wydawnictwa <a href=""https://pl.wikipedia.org/wiki/Sh%C5%8Dgakukan"" target=""_blank"" rel=""noopener noreferrer"">Shōgakukan</a>. Z serią związana jest także seria mangi zatytułowana <i>Magi: Sinbad no bōken</i>&#32;(<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_japo%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">jap.</a>&#32;マギ シンドバッドの冒険)."
Zhanyl,5,0,,
Mindy,5,0,,
Mikhaela,5,0,,
Maïté,2,3,,
Deva,5,0,,"<b>Deva</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_w%C4%99gierski"" target=""_blank"" rel=""noopener noreferrer"">węg.</a> <i>Déva</i>, <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_niemiecki"" target=""_blank"" rel=""noopener noreferrer"">niem.</a> <i>Diemrich</i>) – miasto w zachodniej <a href=""https://pl.wikipedia.org/wiki/Rumunia"" target=""_blank"" rel=""noopener noreferrer"">Rumunii</a>, w <a href=""https://pl.wikipedia.org/wiki/Siedmiogr%C3%B3d"" target=""_blank"" rel=""noopener noreferrer"">Siedmiogrodzie</a>, nad rzeką <a href=""https://pl.wikipedia.org/wiki/Marusza"" target=""_blank"" rel=""noopener noreferrer"">Maruszą</a>. Jest stolicą <a href=""https://pl.wikipedia.org/wiki/Okr%C4%99g_Hunedoara"" target=""_blank"" rel=""noopener noreferrer"">okręgu Hunedoara</a>. W mieście funkcjonuje słynna szkoła <a href=""https://pl.wikipedia.org/wiki/Gimnastyka_sportowa"" target=""_blank"" rel=""noopener noreferrer"">gimnastyki sportowej</a>."
Annah,3,2,,
Sireesha,5,0,,
Wenjun,5,0,,
Jadwiga Barbara,0,5,,
Xiangyi,5,0,,
Chau,5,0,,
Rezida,5,0,,
Veleriia,5,0,,
Pera,3,2,,
Salida,5,0,,"Miejscowości w <a href=""https://pl.wikipedia.org/wiki/Stany_Zjednoczone"" target=""_blank"" rel=""noopener noreferrer"">USA</a>:"
Eunjoo,5,0,,
Xiaochen,5,0,,
Nayara,5,0,,
Dzhemile,5,0,,
Bleidys,5,0,,
Thi Thu Thao,5,0,,
Lalaine,5,0,,"<b>Lalaine</b>, właśc. <b>Lalaine Ann Vergara Paras</b> (ur. <a href=""https://pl.wikipedia.org/wiki/3_czerwca"" target=""_blank"" rel=""noopener noreferrer"">3 czerwca</a> <a href=""https://pl.wikipedia.org/wiki/1987"" target=""_blank"" rel=""noopener noreferrer"">1987</a> w <a href=""https://pl.wikipedia.org/wiki/Burbank_(hrabstwo_Los_Angeles)"" target=""_blank"" rel=""noopener noreferrer"">Burbank</a>) – amerykańska <a href=""https://pl.wikipedia.org/wiki/%C5%9Apiew"" target=""_blank"" rel=""noopener noreferrer"">wokalistka</a> i <a href=""https://pl.wikipedia.org/wiki/Aktor"" target=""_blank"" rel=""noopener noreferrer"">aktorka</a>, znana przede wszystkim z roli Mirandy Sanchez, przyjaciółki tytułowej bohaterki serialu <i><a href=""https://pl.wikipedia.org/wiki/Lizzie_McGuire_(serial_telewizyjny)"" target=""_blank"" rel=""noopener noreferrer"">Lizzie McGuire</a></i>."
Eynav,5,0,,
Gyuri,5,0,,
Thị Diệu Linh,5,0,,
Karita,3,2,,"<b>Karita</b>, <b>makrela hiszpańska</b> (<i>Scomberomorus maculatus</i>) – <a href=""https://pl.wikipedia.org/wiki/Gatunek_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">gatunek</a> morskiej <a href=""https://pl.wikipedia.org/wiki/Ryby"" target=""_blank"" rel=""noopener noreferrer"">ryby</a> z <a href=""https://pl.wikipedia.org/wiki/Rodzina_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">rodziny</a> <a href=""https://pl.wikipedia.org/wiki/Makrelowate"" target=""_blank"" rel=""noopener noreferrer"">makrelowatych</a>."
Petrunia,5,0,,
Nyamsuren,5,0,,
Żanett,3,2,,
Alaiza,5,0,,
Qiuxia,5,0,,
Dareen,5,0,,
Getrude,3,2,,
Li-Ting,5,0,,
Aihul,5,0,,
Barbara Elżbieta,0,5,,
Yidan,5,0,,
Rylee,5,0,,
Aneesa,5,0,,
Charisse,5,0,,
Aruana,5,0,,
Nobuko,5,0,,"<b>Nobuko</b>&#32;(<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_japo%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">jap.</a>&#32;のぶこ, ノブコ) – żeńskie <a href=""https://pl.wikipedia.org/wiki/Imiona_japo%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">imię japońskie</a>."
Shula,3,2,,"<b>SHULA</b> – japoński zespół <a href=""https://pl.wikipedia.org/wiki/Visual_kei"" target=""_blank"" rel=""noopener noreferrer"">visual kei</a> założony w 1999 roku przez wokalistę Mao oraz gitarzystę U-ZI."
Maria Monika,0,5,,
Xiaojun,5,0,,
Albertine,3,2,,
Olha-Viktoriia,5,0,,
Xinying,5,0,,"<b>Xinying</b> (<a href=""https://pl.wikipedia.org/wiki/Tradycyjne_pismo_chi%C5%84skie"" target=""_blank"" rel=""noopener noreferrer"">chiń. trad.</a> 新營區&#59;&#32;<a href=""https://pl.wikipedia.org/wiki/Hanyu_pinyin"" target=""_blank"" rel=""noopener noreferrer"">pinyin</a> <i>Xīnyíng Qū</i>&#59;&#32;<a href=""https://pl.wikipedia.org/wiki/Pe%CC%8Dh-%C5%8De-j%C4%AB"" target=""_blank"" rel=""noopener noreferrer"">pe̍h-ōe-jī</a> <i>Sin-iâⁿ-khu</i>) – dzielnica w północnej części miasta <a href=""https://pl.wikipedia.org/wiki/Tainan"" target=""_blank"" rel=""noopener noreferrer"">Tainan</a> na <a href=""https://pl.wikipedia.org/wiki/Republika_Chi%C5%84ska"" target=""_blank"" rel=""noopener noreferrer"">Tajwanie</a> położona nad rzeką Jishui Xi. W 2010 roku liczyła 78 105 mieszkańców. Do 25 grudnia 2010 roku było to oddzielne miasto i siedziba powiatu Tainan. Ośrodek przemysłu spożywczego, włókienniczego i obuwniczego; w pobliżu występują także pola uprawne (ryż, trzcina cukrowa i słodkie ziemniaki) oraz stawy hodowlane."
Dimka,5,0,,
Anusz,5,0,,
Lawenda,2,3,,"<b>Lawenda</b> (<i>Lavandula</i> <a href=""https://pl.wikipedia.org/wiki/Karol_Linneusz"" target=""_blank"" rel=""noopener noreferrer"">L.</a>) – <a href=""https://pl.wikipedia.org/wiki/Rodzaj_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">rodzaj</a> roślin z rodziny <a href=""https://pl.wikipedia.org/wiki/Jasnotowate"" target=""_blank"" rel=""noopener noreferrer"">jasnotowatych</a>. Obejmuje 41 <a href=""https://pl.wikipedia.org/wiki/Gatunek_(biologia)"" target=""_blank"" rel=""noopener noreferrer"">gatunków</a>. Występują one głównie w basenie <a href=""https://pl.wikipedia.org/wiki/Morze_%C5%9Ar%C3%B3dziemne"" target=""_blank"" rel=""noopener noreferrer"">Morza Śródziemnego</a>, w północno-wschodniej <a href=""https://pl.wikipedia.org/wiki/Afryka"" target=""_blank"" rel=""noopener noreferrer"">Afryce</a> i na <a href=""https://pl.wikipedia.org/wiki/P%C3%B3%C5%82wysep_Arabski"" target=""_blank"" rel=""noopener noreferrer"">Półwyspie Arabskim</a>, ale <a href=""https://pl.wikipedia.org/wiki/Zasi%C4%99g_(biogeografia)"" target=""_blank"" rel=""noopener noreferrer"">zasięg</a> rodzaju obejmuje obszar od <a href=""https://pl.wikipedia.org/wiki/Wyspy_Kanaryjskie"" target=""_blank"" rel=""noopener noreferrer"">Wysp Kanaryjskich</a> po <a href=""https://pl.wikipedia.org/wiki/Somalia"" target=""_blank"" rel=""noopener noreferrer"">Somalię</a> i <a href=""https://pl.wikipedia.org/wiki/Indie"" target=""_blank"" rel=""noopener noreferrer"">Indie</a>. Rośliny te rosną na siedliskach suchych, na zboczach wzgórz."
Haitham,0,5,,
Yi-Chun,5,0,,
Apple,5,0,,
Jorge,0,5,,
Kamil,5,0,,"<b>Kamil</b> – <a href=""https://pl.wikipedia.org/wiki/Imi%C4%99"" target=""_blank"" rel=""noopener noreferrer"">imię</a> męskie, pochodzące od rzymskiego imienia i <a href=""https://pl.wikipedia.org/wiki/Nazwisko#Przydomek_(cognomen)"" target=""_blank"" rel=""noopener noreferrer"">cognomenu</a> <i>Camillus</i> (słowo to jest tłumaczone z <a href=""https://pl.wikipedia.org/wiki/%C5%81acina"" target=""_blank"" rel=""noopener noreferrer"">łaciny</a> jako „pomocnik kapłana” bądź „zrodzony z wolnych rodziców”, „szlachetny chłopiec”)."
Nahid,5,0,,
Rukiya,5,0,,
Parminder,5,0,,
Nicki,3,2,,
Alícia,5,0,,
Areli,2,3,,
Nazarena,5,0,,
Revekka,5,0,,
Opelia,5,0,,
Oona,5,0,,
Arijana,3,2,,
Yaqi,5,0,,
Nandipha,5,0,,
Manolya,5,0,,
Nisan,5,0,,"<b>Nisan</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_hebrajski"" target=""_blank"" rel=""noopener noreferrer"">hebr.</a> ניסן, czyt. <i>nîsān</i>) – nazwa jednego z <a href=""https://pl.wikipedia.org/wiki/Miesi%C4%85c"" target=""_blank"" rel=""noopener noreferrer"">miesięcy</a> w <a href=""https://pl.wikipedia.org/wiki/Kalendarz_%C5%BCydowski"" target=""_blank"" rel=""noopener noreferrer"">kalendarzu żydowskim</a>, w <a href=""https://pl.wikipedia.org/wiki/Kalendarz_gregoria%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">kalendarzu gregoriańskim</a> przypadającego na <a href=""https://pl.wikipedia.org/wiki/Marzec"" target=""_blank"" rel=""noopener noreferrer"">marzec</a>-<a href=""https://pl.wikipedia.org/wiki/Kwiecie%C5%84"" target=""_blank"" rel=""noopener noreferrer"">kwiecień</a>. Nisan jest pierwszym miesiącem żydowskiego kalendarza religijnego i siódmym (w <a href=""https://pl.wikipedia.org/wiki/Rok_przest%C4%99pny"" target=""_blank"" rel=""noopener noreferrer"">roku przestępnym</a> ósmym) miesiącem żydowskiego kalendarza świeckiego; liczy 30 dni."
Thi Thanh Hoa,5,0,,
Obehi,0,5,,
Jackelyn,5,0,,
Makar,5,0,,"<b>Makar</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_nepalski"" target=""_blank"" rel=""noopener noreferrer"">nep.</a> माकर) – <a href=""https://pl.wikipedia.org/wiki/Gaun_wikas_samiti"" target=""_blank"" rel=""noopener noreferrer"">gaun wikas samiti</a> w <a href=""https://pl.wikipedia.org/wiki/Pa%C5%9B%C4%87ima%C5%84%C4%87al_Wikas_Kszetr"" target=""_blank"" rel=""noopener noreferrer"">zachodniej</a> części <a href=""https://pl.wikipedia.org/wiki/Nepal"" target=""_blank"" rel=""noopener noreferrer"">Nepalu</a> w strefie <a href=""https://pl.wikipedia.org/wiki/Lumbini_(strefa)"" target=""_blank"" rel=""noopener noreferrer"">Lumbini</a> w dystrykcie <a href=""https://pl.wikipedia.org/wiki/Nawalparasi_(dystrykt)"" target=""_blank"" rel=""noopener noreferrer"">Nawalparasi</a>. Według nepalskiego spisu powszechnego z 2001 roku liczył on 4003 gospodarstw domowych i 20594 mieszkańców (10512 kobiet i 10082 mężczyzn)."
Hildur,2,3,,
Leidy Paola,5,0,,
Emmanouela,5,0,,
Misook,5,0,,
Odessa,5,0,,"<b>Odessa</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_ukrai%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">ukr.</a>&#160;Одеса, <i>Odesa</i>; <a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_rosyjski"" target=""_blank"" rel=""noopener noreferrer"">ros.</a>&#160;Одесса, <i>Odiessa</i>) – <a href=""https://pl.wikipedia.org/wiki/Miasto"" target=""_blank"" rel=""noopener noreferrer"">miasto</a> i <a href=""https://pl.wikipedia.org/wiki/Stolica"" target=""_blank"" rel=""noopener noreferrer"">stolica</a> <a href=""https://pl.wikipedia.org/wiki/Obw%C3%B3d_odeski"" target=""_blank"" rel=""noopener noreferrer"">obwodu odeskiego</a> <a href=""https://pl.wikipedia.org/wiki/Ukraina"" target=""_blank"" rel=""noopener noreferrer"">Ukrainy</a>, położone nad <a href=""https://pl.wikipedia.org/wiki/Morze_Czarne"" target=""_blank"" rel=""noopener noreferrer"">Morzem Czarnym</a>. Na początku 2024 roku, z liczbą mieszkańców przekraczającą 1 mln, Odessa zajmowała trzecie miejsce (po <a href=""https://pl.wikipedia.org/wiki/Kij%C3%B3w"" target=""_blank"" rel=""noopener noreferrer"">Kijowie</a> i <a href=""https://pl.wikipedia.org/wiki/Chark%C3%B3w"" target=""_blank"" rel=""noopener noreferrer"">Charkowie</a>) wśród najludniejszych <a href=""https://pl.wikipedia.org/wiki/Miasta_na_Ukrainie"" target=""_blank"" rel=""noopener noreferrer"">ukraińskich miast</a>."
Eshetu,0,5,,
Diệu Anh,5,0,,
Soraia,5,0,,
Leyan,5,0,,
Graziana,3,2,,
Tuyen,0,5,,
Constança,5,0,,
Yewande,2,3,,
Yu-Chieh,5,0,,
Mayte,3,2,,
Yalin,5,0,,
Bano,0,5,,
Kotryna,5,0,,
İmge,5,0,,
Maria De Las Mercedes,5,0,,
Gunta,5,0,,
Kadek Sri,5,0,,
Hyunah,5,0,,
Daneliya,5,0,,
Yuleidis,5,0,,
Paweena,5,0,,
Euna,5,0,,
Emīlija,5,0,,
Salvacion,5,0,,
Vlatka,5,0,,
Tonisława,3,2,,
Mahalakshmi,5,0,,
Haviva,3,2,,
Queenie,2,3,,
Iolana,5,0,,
Odariia,5,0,,
Artura,5,0,,
Xiaoming,5,0,,
Dumitrita,5,0,,
Cayla,5,0,,
Wladislawa,5,0,,
Kia,5,0,,"<b>Kia Corporation</b> (<a href=""https://pl.wikipedia.org/wiki/J%C4%99zyk_korea%C5%84ski"" target=""_blank"" rel=""noopener noreferrer"">kor.</a>&#160;기아자동차, <a href=""https://pl.wikipedia.org/wiki/Mi%C4%99dzynarodowy_alfabet_fonetyczny"" target=""_blank"" rel=""noopener noreferrer"">IPA</a>: [<a href=""https://pl.wikipedia.org/wiki/Sp%C3%B3%C5%82g%C5%82oska_zwarta_mi%C4%99kkopodniebienna_bezd%C5%BAwi%C4%99czna"" target=""_blank"" rel=""noopener noreferrer"">k</a><a href=""https://pl.wikipedia.org/wiki/Samog%C5%82oska_przymkni%C4%99ta_przednia_niezaokr%C4%85glona"" target=""_blank"" rel=""noopener noreferrer"">i</a><a href=""https://pl.wikipedia.org/wiki/Mi%C4%99dzynarodowy_alfabet_fonetyczny"" target=""_blank"" rel=""noopener noreferrer"">.</a><a href=""https://pl.wikipedia.org/wiki/Samog%C5%82oska_otwarta_przednia_niezaokr%C4%85glona"" target=""_blank"" rel=""noopener noreferrer"">a</a><a href=""https://pl.wikipedia.org/wiki/Mi%C4%99dzynarodowy_alfabet_fonetyczny"" target=""_blank"" rel=""noopener noreferrer"">&#93;</a>) – <a href=""https://pl.wikipedia.org/wiki/Korea_Po%C5%82udniowa"" target=""_blank"" rel=""noopener noreferrer"">południowokoreański</a> producent samochodów osobowych, dostawczych i ciężarowych, z siedzibą w <a href=""https://pl.wikipedia.org/wiki/Seul"" target=""_blank"" rel=""noopener noreferrer"">Seulu</a>, działający od 1944 roku. Należy do południowokoreańskiego koncernu <a href=""https://pl.wikipedia.org/wiki/Hyundai_Motor_Group"" target=""_blank"" rel=""noopener noreferrer"">Hyundai Motor Group</a>."
